status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info,gmp_category,is_class_1
Terminated,Rockford,IL,United States,Class II,"{'application_number': ['ANDA075440'], 'brand_name': ['HALOPERIDOL DECANOATE'], 'generic_name': ['HALOPERIDOL DECANOATE'], 'manufacturer_name': ['Mylan Institutional LLC'], 'product_ndc': ['67457-409', '67457-410'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAMUSCULAR'], 'substance_name': ['HALOPERIDOL DECANOATE'], 'rxcui': ['1719803', '1719862'], 'spl_id': ['59ec8e4f-5adc-4342-add6-1357f5512cbd'], 'spl_set_id': ['8ffac6fb-1702-40d6-b085-152d24673cbd'], 'package_ndc': ['67457-410-00', '67457-410-13', '67457-409-00', '67457-409-13'], 'is_original_packager': [True], 'unii': ['AC20PJ4101']}",Drugs,70564,Mylan Institutional LLC,4901 Hiawatha Dr,,61103-1287,Voluntary: Firm initiated,Letter,Nationwide and Puerto Rico,D-0421-2015,"Haloperidol Decanoate Injection, 100 mg/mL, For Intra Muscular Use Only, 1 mL single dose vials (NDC 67457-409-00) packaged in cartons of five (NDC 67457-409-13), Rx only, Manufactured in India for: Mylan Institutional LLC Rockford, IL 61103","11,030 cartons (55,150 vials)",Lack of Assurance of Sterility; due to leaking vials,20150218.0,20150323.0,20170223.0,20150401.0,"Lot 7602281, Exp 4/16; Lot 7602283, Exp 4/16",,① 무균보증실패,0
Terminated,Hawthorne,NY,United States,Class III,"{'application_number': ['ANDA072494'], 'brand_name': ['FLUOCINONIDE'], 'generic_name': ['FLUOCINONIDE'], 'manufacturer_name': ['Sun Pharmaceutical Industries, Inc.'], 'product_ndc': ['51672-1254', '51672-1253', '51672-1279', '51672-1264'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['TOPICAL'], 'substance_name': ['FLUOCINONIDE'], 'rxcui': ['103456', '103457', '310362', '1801283'], 'spl_id': ['46a43966-e83f-a3cc-e063-6394a90af22d'], 'spl_set_id': ['b0bc89a9-c9d5-4adb-9785-2d4487c4c656'], 'package_ndc': ['51672-1253-1', '51672-1253-2', '51672-1253-3', '51672-1253-4', '51672-1254-1', '51672-1254-2', '51672-1254-3', '51672-1279-1', '51672-1279-2', '51672-1279-3', '51672-1264-1', '51672-1264-2', '51672-1264-3'], 'is_original_packager': [True], 'upc': ['0351672126414', '0351672127923'], 'nui': ['N0000175576', 'N0000175450'], 'pharm_class_epc': ['Corticosteroid [EPC]'], 'pharm_class_moa': ['Corticosteroid Hormone Receptor Agonists [MoA]'], 'unii': ['2W4A77YPAN']}",Drugs,78157,"Taro Pharmaceuticals U.S.A., Inc.",3 Skyline Dr,,10532-2174,Voluntary: Firm initiated,Letter,Nationwide,D-0146-2018,"Fluocinonide Gel USP, 0.05%, 15 g tube, Rx Only, Mfd. by: Taro Pharmaceuticals Inc. Brampton Ontario Canada  L6T1C1, Dist. by: Taro Pharmaceuticals U.S.A . Inc. Hawthorne NY 10532, NDC 51672-1279-1","16,944 tubes",Cross contamination with other products: traces of Dapsone were found in the finished product.,20170920.0,20171229.0,20200910.0,20171101.0,"Lot #: A771026850, Exp 6/18",,③ 교차오염,0
Terminated,Ciudad De Mexico,,Mexico,Class II,{},Drugs,86327,"Asiaticon, SA de CV",Conkal No. 62,,,Voluntary: Firm initiated,Press Release,Distributed in Texas,D-0116-2021,"V-Klean Hand Sanitizer Gel Alcohol 70% packaged as  a)8.5 fl oz (250 ml), UPC 7 16053 70499 3;  b) 16.9 fl oz (500 ml), UPC 7 16053 70499 3; c) 33.8 fl. oz. (1000 ml) bottles: 716053704993; Manufactured by: Asiaticon S.A. de C.V. Conkar 62, Jardines del Ajusco. Tlalpan Cuidad de Mexico. 14200 ;","111,500 units",Lack of CGMPs:,20200825.0,20201207.0,20230517.0,20201216.0,All lots.,,⑦ 일반 CGMP 결함,0
Terminated,Bridgewater,NJ,United States,Class III,"{'application_number': ['NDA019221'], 'brand_name': ['VASERETIC'], 'generic_name': ['ENALAPRIL MALEATE AND HYDROCHLOROTHIAZIDE'], 'manufacturer_name': ['Bausch Health US, LLC'], 'product_ndc': ['0187-0146'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['ENALAPRIL MALEATE', 'HYDROCHLOROTHIAZIDE'], 'rxcui': ['858828', '858830'], 'spl_id': ['b97cbaf1-3abe-4f23-b2a0-4ff43f8bf5cb'], 'spl_set_id': ['bf3007e2-8fcc-48de-8fd5-55e95033d62f'], 'package_ndc': ['0187-0146-01'], 'is_original_packager': [True], 'upc': ['0301870146011'], 'nui': ['N0000175359', 'N0000175419', 'M0471776'], 'pharm_class_pe': ['Increased Diuresis [PE]'], 'pharm_class_epc': ['Thiazide Diuretic [EPC]'], 'pharm_class_cs': ['Thiazides [CS]'], 'unii': ['9O25354EPJ', '0J48LPH2TH']}",Drugs,68572,Valeant Pharmaceuticals North America LLC,400 Somerset Corporate Blvd,,08807,Voluntary: Firm initiated,Letter,Nationwide,D-0018-2015,"Vaseretic (enalapril maleate/hydrochlorothiazide) 10/25 mg Tablets, NDC 0187-0146-01, 100 ct. bottles  manufactured at Valeant Pharmaceuticals International, Inc., Steinbach, MD R5G 1Z7 Canada","205,853 bottles",Labeling: Incorrect or Missing Package Insert: Product is packaged with the incorrect version of the package outset,20140521.0,20141010.0,20150804.0,20141022.0,VASERETIC 10-25MG TAB 100CT  Lot # 12J022P  exp. 9/30/2014  VASERETIC 10-25MG TAB 100CT Lot # 13G047P   exp. 07/31/2015,,⑤ 표시/라벨링 오류,0
Terminated,Santa Clarita,CA,United States,Class II,{},Drugs,80184,Shadow Holdings DBA Bocchi Labs,26421 Ruether Ave,,91350-2621,Voluntary: Firm initiated,Press Release,Nationwide in the USA,D-0858-2018,"X-Jow (menthol USP) Pain Gel, 1.25%, packaged in a) 4 oz. (113g) bottles (UPC 850547 00502 6) and b) 8 oz. (226g) bottles (UPC 8 50547 00503 3, Distributed by Herb-X Solutions, Inc., 3838 West Burbank Blvd., Burbank CA 91505.","12,252 bottles",CGMP Deviations: products may be contaminated with bacteria.,20180525.0,20180612.0,20190813.0,20180620.0,All lots,,② 미생물/오염,0
Ongoing,Wilmington,DE,United States,Class II,"{'application_number': ['NDA214070'], 'brand_name': ['AIRSUPRA'], 'generic_name': ['ALBUTEROL SULFATE AND BUDESONIDE'], 'manufacturer_name': ['AstraZeneca Pharmaceuticals LP'], 'product_ndc': ['0310-9080'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['RESPIRATORY (INHALATION)'], 'substance_name': ['ALBUTEROL SULFATE', 'BUDESONIDE'], 'rxcui': ['2665906', '2665912', '2678391', '2678392'], 'spl_id': ['8738de51-e5d3-4ac5-910d-a155169ab78e'], 'spl_set_id': ['e60aa9f9-5139-44df-b886-ebddc3c7eb13'], 'package_ndc': ['0310-9080-12', '0310-9080-28'], 'is_original_packager': [True], 'nui': ['N0000175576', 'N0000175450'], 'pharm_class_epc': ['Corticosteroid [EPC]'], 'pharm_class_moa': ['Corticosteroid Hormone Receptor Agonists [MoA]'], 'unii': ['021SEF3731', 'Q3OKS62Q6X']}",Drugs,96857,AsttraZeneca Pharmaceuticals LP,1800 Concord Pike,,19897-0001,Voluntary: Firm initiated,Letter,USA Nationwide,D-0444-2025,"Airsupra (albuterol and budesonide) inhalation aerosol, 90 mcg/80 mcg per inhalation, packaged in a) 120-inhalation canister (NDC 0310-9080-12) b) 28-inhalation canister (NDC 0310-9080-28), Rx only, Manufactured for: AstraZeneca Pharmaceuticals LP, Wilmington, DE 19850, By: AstraZeneca Dunkerque Production (AZDP), Dunkerque, France, Product of France, .","a) 807,837 canisters; b)  235,698 canisters",Defective delivery system,20250514.0,20250521.0,,20250528.0,"Lot#:  a) 6270044C00, 6270040D00, 6270034E00, Exp Date 10/2026; 6270053C00, 6270045C00, 6270047C00, 6270056C00, 6270052C00, 6270063E00 Exp 11/30/2026; 6270064C00, 6270071D00, 6270075D00, 6270075F00 Exp Date 12/31/2026; 6270107C00, Exp Date 9/30/2027; b) Lot 6270019E00, Exp Date 7/31/2025; 6270021D00, Exp 8/31/2025; 6270095C00, Exp 2/28/2026",,기타,0
Terminated,Dawsonville,GA,United States,Class II,{},Drugs,91114,Direct Rx,94 Worldwide Dr,,30534-6828,Voluntary: Firm initiated,Letter,FL,D-0101-2023,"Moxifloxacin Ophthalmic Solution, 0.5%, 3 mL, Rx Only, Packaged and Distributed By: Direct Rx, LLC 94 Worldwide Drive, Dawsonville, GA 30534, NDC 72189-0334-05",11 bottles,cGMP deviation: discontinue of stability support for product.,20221102.0,20230111.0,20240930.0,20230118.0,"Lot #: 07MA2232, Exp. 4/30/23",,⑦ 일반 CGMP 결함,0
Terminated,Memphis,TN,United States,Class II,{},Drugs,81943,Rx Pak Division of McKesson Corporation,4971 Southridge Blvd Ste 111-115,,38141-8300,Voluntary: Firm initiated,Letter,Product was distributed to 5 major distributors who may have further distributed the product throughout the United States.,D-1007-2019,"Docusate Sodium, 100mg softgels, packaged in 10 x 10 unit dose blister cards, For institutional use only, Mfg by: Aenova Holding GmBh, Miami, Fl 33186, NDC 63739-0478-10","29,622 Blister Cards",Labeling: Label mix-up: Secondary carton may be labeled as Gabapentin 300mg instead of Docusate Sodium 100mg softgel caps.,20190116.0,20190315.0,20201202.0,20190327.0,"Lot # 0119397, Exp 02/2020",,⑧ 이물혼입/물리적결함,0
Terminated,Irvine,CA,United States,Class III,{},Drugs,85924,Allergan PLC,2525 Dupont Dr,,92612-1531,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-1410-2020,"Skin Medica Acne System, Contains: Purifying Foaming Wash (Salicylic Acid 2.0%), 5 fl oz.; Purifying Toner (Salicylic Acid 2.0%), 6 fl oz,; Acne Treatment Lotion (Benzoyl Peroxide 2.5%), 2 fl oz., Distributed in the U.S.A. by Allergan, Irvine, CA 92612, UPC 300234966005","8,555 kits",SUBPOTENT DRUG: Products failed assay results at the 12 and 24 month timepoints.,20200706.0,20200727.0,20240228.0,20200805.0,"Lot #: 090645A, 090645B, Exp. Date 07/31/2020; 090645C, Exp. Date 08/31/2020; Lot #: 090757A, Exp. Date 02/29/2020; Lot # 093199A,  093199B,  093199C, 093199D, Exp. Date 12/31/2020; Lot #: 096375A,  096375B, Exp. Date 06/30/2021; Lot #: 097455A, 097612A, Exp. Date 04/30/2021",,④ 품질규격 미달,0
Terminated,Allegan,MI,United States,Class II,"{'application_number': ['ANDA203760'], 'brand_name': ['ALBUTEROL SULFATE'], 'generic_name': ['ALBUTEROL SULFATE'], 'manufacturer_name': ['Padagis Israel Pharmaceuticals Ltd'], 'product_ndc': ['45802-088'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['RESPIRATORY (INHALATION)'], 'substance_name': ['ALBUTEROL SULFATE'], 'rxcui': ['2123072'], 'spl_id': ['0ce1f4c5-3283-4e4d-a107-d82c8e78ee84'], 'spl_set_id': ['489201d2-9ed0-419b-81dc-a7f7f86b59ed'], 'package_ndc': ['45802-088-01'], 'is_original_packager': [True], 'unii': ['021SEF3731']}",Drugs,86429,Perrigo Company PLC,515 Eastern Ave,,49010-9070,Voluntary: Firm initiated,Letter,Nationwide in the U.S.,D-1594-2020,"Albuterol Sulfate Inhalation Aerosol, 90 mcg per actuation, 200 metered inhalations, Manufactured by: Catalent Pharma Solutions, 160 N Pharma Drive, Morrisville, NC 27560, Distributed by: Perrigo, Allegan, MI 49010 NDC 45802-088-01","7,775,813 metered dose inhalers",Defective Delivery System: Sustained trend of failure to dispense complaints.,20200916.0,20200923.0,20230522.0,20200930.0,"18MC-052, 18MC-055, 18MC-056, 18MC-057, 18MC-058, 18MC-060, EXP 09/2020; 18MC-061, 18MC-062, 18MC-064, 18MC-065, 18MC-066, 18MC-068, 18MC-069, 18MC-070, 18MC-071, 18MC-072, 18MC-073, 18MC-074 EXP 10/2020; 18MC-075, 18MC-076, 18MC-077, 18MC-078, 18MC-079, 18MC-080, 18MC-081, 18MC-082, 18MC-083, 18MC-084, 18MC-085 EXP 11/2020; 18MC-095, 18MC-096, 18MC-097, 18MC-098, 18MC-099 EXP 12/2020; 19MC-001, 19MC-002, 19MC-003, 19MC-004 EXP 1/2021; 19MC-005, 19MC-006, 19MC-007, 19MC-008, 19MC-009, 19MC-010, 19MC-011, 19MC-012, 19MC-013, 19MC-014, 19MC-015 EXP 2/2021; 19MC-020, 19MC-041, 19MC-042, 19MC-043, 19MC-044, 19MC-045 EXP 4/2021; 19MC-046, 19MC-047, 19MC-048, 19MC-049, 19MC-050, 19MC-051, 19MC-052 EXP 5/2021; 19MC-053, 19MC-054, 19MC-055, 19MC-056, 19MC-057, 19MC-059, 19MC-060 EXP 6/2021; 19MC-061, 19MC-062, 19MC-063, 19MC-064, 19MC-065, 19MC-066, 19MC-067, 19MC-068, 19MC-069, 19MC-070, 19MC-083, 19MC-084, 19MC-085 EXP 7/2021; 19MC-087, 19MC-088, 19MC-090, 19MC-091, 19MC-092, 19MC-093, 19MC-094, 19MC-095, 19MC-096, 19MC-097, 19MC-098, 19MC-099 EXP 8/2021; 19MC-101, 19MC-102, 19MC-103, 19MC-104, 19MC-107, 19MC-108, 19MC-109, 19MC-110, 19MC-112, 19MC-113 EXP 9/2021; 20MC-014, 20MC-015, 20MC-016, 20MC-017, 20MC-020, 20MC-021, 20MC-072 EXP 3/2022; 20MC-022, 20MC-023, 20MC-024, 20MC-029, 20MC-030, 20MC-032, 20MC-034, 20MC-035, 20MC-036, 20MC-037, 20MC-038, 20MC-039, 20MC-040, 20MC-041, 20MC-042, 20MC-043, 20MC-044 EXP 4/2022; 20MC-045, 20MC-046, 20MC-047, 20MC-048, 20MC-049, 20MC-050, 20MC-051, 20MC-052, 20MC-053, 20MC-054, 20MC-061, 20MC-062, 20MC-063, 20MC-064, 20MC-065, 20MC-066, 20MC-067, 20MC-068 EXP 5/2022; 20MC-069, 20MC-070, 20MC-078, 20MC-079, 20MC-080, 20MC-081, 20MC-083, 20MC-084 EXP 6/2022",,기타,0
Terminated,New York,NY,United States,Class III,{},Drugs,80923,Pfizer Inc.,235 E 42nd St,,10017-5703,Voluntary: Firm initiated,Letter,Nationwide USA,D-1184-2018,"Argatroban Injection, 250 mg/2.5 mL (100 mg/mL), 2.5 mL Single-use Vial, Rx only, Sterile, Manufactured for: Hospira, Inc, Lake Forest, IL 60045 USA.  NDC:  0409-1140-01","1,580 vials",Failed Impurities/Degradation Specifications; Out of specification stability testing results at the 18 month time point,20180828.0,20180907.0,20200626.0,20180919.0,"Lot: DP602, 10/2018",,④ 품질규격 미달,0
Terminated,Glasgow,KY,United States,Class II,{},Drugs,84992,NCS Healthcare of Kentucky Inc,120 Carroll Knicely Dr,,42141-7224,Voluntary: Firm initiated,Letter,Nationwide in the USA.,D-0850-2020,"Glycopyrrolate Tabs, USP, 1 mg, 30-count unit dose blister card, FOR INSTITUTIONAL USE ONLY, Rx Only, Packaged by Vangard, Glasgow, KY 42141;  NDC 0615-8170-39.",6929 blister cards,Failed Impurities/Degradation Specification: High Out of Specification Results for Individual Unknown Impurity.,20200128.0,20200218.0,20210219.0,20200226.0,"Lot #: 8170-9004, Exp 01/2020",,④ 품질규격 미달,0
Terminated,Brooklyn,NY,United States,Class I,{},Drugs,82336,USA LESS Inc.,1864 Sterling Pl,,11233-4710,Voluntary: Firm initiated,Letter,Nationwide in the USA.,D-1135-2019,"LEOPARD Miracle Honey packaged in a wooden box, UPC 8 699415 910534, containing 12 sachets 180Gr / 6.36 Oz, each 1 Sachet 15 gr / 0.53 Oz is labeled as LEOPARD Miracle of Honey, UPC 8 699415 912859, Manufactured in Turkey, www leopardhoneytr.com.",83 boxes,"Marketed Without An Approved NDA/ANDA: product tainted with undeclared sildenafil, an FDA approved drug for the treatment of male erectile dysfunction. The presence of sildenafil in Leopard Miracle Honey renders it an unapproved drug for which safety and efficacy have not been established and, therefore, subject to recall.",20190305.0,20190416.0,20240110.0,20190417.0,All lots,,⑤ 표시/라벨링 오류,1
Terminated,Seattle,WA,United States,Class II,{},Drugs,85706,BIOTA Biosciences LLC,1601 5th Ave Ste 1100,,98101-3603,Voluntary: Firm initiated,E-Mail,Nationwide within the United States and New Zealand,D-1329-2020,"Sterile Cannabidiol (CBD) + Curcumin 50mg/mL, 10 mL vial",,Lack of Assurance of Sterility and Marketed without an approved NDA/ANDA: Product contains unapproved Cannabidiol and Curcumin,20200511.0,20200619.0,20201203.0,20200701.0,"Lot #: 101019PC, 1010019PC, 10102019PC, Exp. Date 10/10/2021",,① 무균보증실패,0
Terminated,Baltimore,MD,United States,Class II,"{'application_number': ['ANDA090444'], 'brand_name': ['IMIPRAMINE PAMOATE'], 'generic_name': ['IMIPRAMINE PAMOATE'], 'manufacturer_name': ['Lupin Pharmaceuticals, Inc.'], 'product_ndc': ['68180-314', '68180-315', '68180-316', '68180-317'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['IMIPRAMINE PAMOATE'], 'rxcui': ['835572', '835577', '835589', '835591'], 'spl_id': ['ed1f6e8f-a00b-484e-9431-170fb83ca167'], 'spl_set_id': ['d1dde497-1889-4424-af18-da7ca6459cf3'], 'package_ndc': ['68180-314-06', '68180-314-01', '68180-315-06', '68180-315-01', '68180-316-06', '68180-316-01', '68180-317-06', '68180-317-01'], 'is_original_packager': [True], 'upc': ['0368180314066', '0368180316060', '0368180315063'], 'unii': ['MC34P30298']}",Drugs,88838,Lupin Pharmaceuticals Inc.,Harborplace Tower,111 S Calvert St Fl 21st,21202-6174,Voluntary: Firm initiated,Letter,Distributed Nationwide in the USA.,D-0027-2022,"Imipramine Pamoate Capsules 125 mg, 30-count bottle, Rx only, Manufactured for Lupin Pharmaceuticals, Inc. Baltimore, Maryland 21202 UNited States. Manufactured by: Lupin Limited, Pithampur, (M.P.) 454 775  India NDC# 68180-316-06","1,902 bottles",Out of specification result observed in a dissolution test at the 9-month long term stability time point.,20211008.0,20211022.0,20230313.0,20211027.0,"lot H002205, exp. date 08/2023",,④ 품질규격 미달,0
Terminated,Creswell,OR,United States,Class II,{},Drugs,65606,"Earthlabs, Inc. DBA Wise Woman Herbals",185 N Mill Street,,97426-9774,Voluntary: Firm initiated,Telephone,Nationwide,D-912-2013,"Eyebright Concentrate Topical Eye Rinse, 1, 2, 4, 8, 16 & 32 fl oz bottles, Produced and distributed by: Wise Woman Herbals, Creswell, OR","581x1oz bottles, 263x2 oz bottles, 20x4 oz bottles, 2x8 oz bottles, 1x16 oz bottle, 1x32 oz bottle",Lack of Assurance of Sterility; Lack of Assurance of Sterility; product not manufactured under sterile conditions as required for ophthalmic drug products,20130527.0,20130820.0,20131121.0,20130828.0,"Lot# 10010 Best used by: 07/14/13  Lot# 10285 Best used by: 02/16/14  Lot# 10640 Best used by: 11/09/14  Lot# 11107 Best used by: 09/16/15  Lot# 11408 Best used by: 05/04/16  Lot# 11711 Best used by: 11/23/16  Lot# 12088 Best used by: 09/04/17    Each lot number has various sizes  Product numbers - 1EDCO, 2EDCO, 4EDCO, 8EDCO, 16EDCO, 32EDCO  1 (indicates package size) ED (indicates Eyebright) CO (indicates compound (blended from other finished products)  Container sizes - Stock: 1 oz., 2 oz., 4 oz. Non-stock: 8 oz., 16 oz., 32 oz.",,① 무균보증실패,0
Terminated,Huntsville,AL,United States,Class II,{},Drugs,71863,Vintage Pharmaceuticals LLC dba Qualitest Pharmaceuticals,130 Vintage Dr Ne,,35811-8216,Voluntary: Firm initiated,Letter,Nationwide and Puerto Rico,D-1406-2015,"Lisinopril Tablets, USP, 40 mg, a) 45-count bottle (NDC 0603-4214-60), b) 500-count bottle (NDC 0603-4214-28), Rx Only, Manufactured for: Qualitest Pharmaceuticals, Huntsville, AL 35811","8,705 bottles",Failed Dissolution Specifications,20150729.0,20150901.0,20160329.0,20150909.0,Lot # a) C0570215B; Exp 02/17           b) C0570215A; Exp 02/17,,④ 품질규격 미달,0
Ongoing,Princeton,NJ,United States,Class III,"{'application_number': ['ANDA215931'], 'brand_name': ['VARENICLINE TARTRATE'], 'generic_name': ['VARENICLINE TARTRATE'], 'manufacturer_name': ['Dr. Reddys Laboratories Inc.'], 'product_ndc': ['43598-022', '43598-907', '43598-908', '43598-023'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'rxcui': ['636671', '636676', '749289', '749788'], 'spl_id': ['65233c50-9a25-15c3-cc2b-98713a8173b2'], 'spl_set_id': ['16ee0a83-88d7-97de-1e07-f9e6dcb5c934'], 'package_ndc': ['43598-907-56', '43598-908-56', '43598-023-53', '43598-022-56'], 'is_original_packager': [True], 'unii': ['82269ASB48']}",Drugs,97957,"Dr. Reddy's Laboratories, Inc.",600 College Rd E Ste 4000,,08540-6636,Voluntary: Firm initiated,Letter,Distributed Nationwide,D-0219-2026,"Varenicline Tablets, 1mg, 56 Tablets, Rx only, Distributor: Dr. Reddy's Laboratories Inc., Princeton, NJ 08540, Made in India, NDC 43598-908-56",4800 54-count bottles,"Sub potent drug: during the 9-month stability test conducted, the assay value for the affected lot was  below specification limit.",20251111.0,20251205.0,,20251217.0,"Lot # F2400244, Exp Date: 10/31/2026",,④ 품질규격 미달,0
Terminated,Ringwood,NJ,United States,Class II,{},Drugs,78098,Inopak Ltd,24 Executive Pkwy,,07456-1430,Voluntary: Firm initiated,Letter,nationwide,D-0002-2018,"Option Systems Antibacterial Foaming Hand Wash, 0.3% P.C.M.X., 8 fl oz and 18 fl oz. bottles and 500, mL 800 mL, and 1000 mL pouches, ALSO labeled as STYLE Antibacterial Hand Soap, Inopak Ltd Ringwood, NJ --- NDC 5031-431-02",,GMP Deviations; potential bacterial contamination may have been introduced to products through a contaminated diaphragm pump,20170823.0,20171004.0,20200420.0,20171011.0,"Batch Numbers  6718, 6730, 6744, 6754, 6760, 6773, 6784, 6793, 6804, 6812, 6819, 6838, 6846, 6862, 6877, 6890, 6902, 6910, 6919, 6838, 6846, 6862, 6877, 6890, 6902, 6910, 6919, 6938, 6944,    Style  Batch Numbers  6725, 6732, 6735, 6742, 6756, 6762, 6766, 6770, 6777, 6792, 6798, 6807, 6813, 6816, 6829, 6839, 6868, 6872, 6875, 6891, 6904, 6906, 6914, 6916, 6923, 6932, 6939, 6820",,② 미생물/오염,0
Terminated,Vancouver,WA,United States,Class II,{},Drugs,65690,"Aidapak Services, LLC",14301 Se 1st St,,98684-3501,Voluntary: Firm initiated,Telephone,"Repacked drugs were distributed in Arizona, California, Oregon, and Washington.",D-922-2014,"LEVOTHYROXINE SODIUM, Tablet, 112 mcg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00527134601.",100 Tablets,"Labeling: Label Mixup: LEVOTHYROXINE SODIUM, Tablet, 112 mcg may have potentially been mislabeled as the following drug:  RALTEGRAVIR, Tablet, 400 mg, NDC 00006022761, Pedigree: AD60272_19, EXP: 5/22/2014.",20130702.0,20140120.0,20140207.0,20140129.0,"LEVOTHYROXINE SODIUM, Tablet, 112 mcg has the following codes:   Pedigree: AD60272_22, EXP: 5/22/2014.",,⑤ 표시/라벨링 오류,0
Terminated,Wilmington,MA,United States,Class I,"{'application_number': ['ANDA090533'], 'brand_name': ['ZENZEDI'], 'generic_name': ['DEXTROAMPHETAMINE SULFATE'], 'manufacturer_name': ['Azurity Pharmaceuticals, Inc.'], 'product_ndc': ['24338-850', '24338-851', '24338-852', '24338-853', '24338-854', '24338-855', '24338-856'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['DEXTROAMPHETAMINE SULFATE'], 'rxcui': ['884385', '884386', '884684', '1425337', '1425339', '1425847', '1425854', '1426251', '1426253', '1535451', '1535454', '1535456', '1535470', '1535472'], 'spl_id': ['67939d07-156a-4af8-9520-3c0b146aa681'], 'spl_set_id': ['d6394df5-f2c9-47eb-b57e-f3e9cfd94f84'], 'package_ndc': ['24338-850-03', '24338-851-03', '24338-852-03', '24338-853-03', '24338-854-03', '24338-855-03', '24338-856-03'], 'is_original_packager': [True], 'upc': ['0324338854037', '0324338855034', '0324338851036', '0324338850039', '0324338852033', '0324338853030', '0324338856031'], 'unii': ['JJ768O327N']}",Drugs,93786,"Azurity Pharmaceuticals, Inc.",841 Woburn St,,01887-3414,Voluntary: Firm initiated,Letter,USA nationwide,D-0323-2024,"Zenzedi (Dextroamphetamine Sulfate) CII Tablets, USP, 30 mg, 30-count bottle, Rx only, Mfd. for: Arbor Pharmaceuticals, LLC., Atlanta, Georgia, 30328, NDC 24338-856-03","4,662 bottles",Labeling: Label Mix-up,20240104.0,20240212.0,20240918.0,20240207.0,"Lot # F230169A, Exp. 06/30/2025",,⑧ 이물혼입/물리적결함,1
Ongoing,Princeton,NJ,United States,Class II,"{'application_number': ['NDA021537'], 'brand_name': ['CIPROFLOXACIN AND DEXAMETHASONE'], 'generic_name': ['CIPROFLOXACIN AND DEXAMETHASONE'], 'manufacturer_name': ['Sandoz Inc'], 'product_ndc': ['0781-6186'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['AURICULAR (OTIC)'], 'substance_name': ['CIPROFLOXACIN HYDROCHLORIDE', 'DEXAMETHASONE'], 'rxcui': ['403908'], 'spl_id': ['39a8b845-aa32-4c9d-bef8-18cea1ef7bc9'], 'spl_set_id': ['89fef4d2-7078-47f1-96bf-aca50b135a97'], 'package_ndc': ['0781-6186-67'], 'is_original_packager': [True], 'upc': ['0307816186677'], 'nui': ['N0000175576', 'N0000175450'], 'pharm_class_epc': ['Corticosteroid [EPC]'], 'pharm_class_moa': ['Corticosteroid Hormone Receptor Agonists [MoA]'], 'unii': ['4BA73M5E37', '7S5I7G3JQL']}",Drugs,97431,Sandoz Inc,100 College Rd W,,08540-6604,Voluntary: Firm initiated,Letter,Product was distributed to one consignee in CA.,D-0626-2025,"Ciprofloxacin 0.3% and Dexamethasone 0.1% Otic Suspension Rx Only, For Use in Ears Only, Manufactured By: Novartis Manufacturing NV, Belgium, Distributed by: Sandoz, Inc., Princeton, NJ,  NDC# 0781-6186-67, Carton NDC# 0781-6186-67","1,680 bottles",Temperature Abuse,20250813.0,20250910.0,,20250917.0,"Lot # VNF35A, Exp.08/31/2026",,⑨ 보관/유통 문제,0
Terminated,Eatontown,NJ,United States,Class II,{},Drugs,63871,West-ward Pharmaceutical Corp.,465 Industrial Way W,,07724-2209,Voluntary: Firm initiated,Letter,Nationwide and Puerto Rico,D-130-2013,"Lisinopril Tablets, USP 40 mg, packaged in a) 100-count tablets per bottle (NDC 0143-1270-01); b) 1000-count tablets per bottle (NDC 0143-1270-10); Rx only, Manufactured by: West-ward Pharmaceutical Corp., Eatontown, NJ  07724; and c) 1000-count tablets per bottle (NDC 24658-245-10); Rx only, Manufactured for: Blu Pharmaceuticals, Franklin, KY 42134; Manufactured By: West-ward Pharmaceutical Corp., Eatontown, N.J. 07724.","32,550 bottles",Presence of Foreign Substance: Uncharacteristic black spots identified as a food grade lubricant with trace amounts of foreign particulates and stainless steel inclusions have been found in the tablets.,20121207.0,20130118.0,20140804.0,20130130.0,"Lot #: a) and b) 69545A, 69546A, 69546B, Exp 10/15; 69547A, Exp 11/15; 69995A, 69999A, 69999B, 70000A, 70001A, 70002A, 70002B, 70003A, 70004A, Exp 02/16; c) 69548A, 69549A, Exp 11/15; 69877A, Exp 02/16",,⑧ 이물혼입/물리적결함,0
